Mod:Item:MetaData, Localized Name
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Armor Plates Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Leggings Core Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Helmet Core Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Armor Trim Clay Cast
tconstruct:clay_cast:0, Boots Core Clay Cast
tconstruct:clay_cast:0, Polishing Kit Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Chestplate Core Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ae2wtlib:wut_creative, Creative Wireless Ultimate Terminal
aether:aether_grass:0, Highlands Grass
aether:aether_grass:1, Enchanted Grass
aether:aether_grass:2, Arctic Grass
aether:aether_grass:3, Magnetic Grass
aether:aether_grass:4, Irradiated Grass
aether:aether_dirt:0, Aether Dirt
aether:aether_dirt:1, Coarse Aether Dirt
aether:quicksoil, Quicksoil
aether:highlands_snow, Highlands Snow
aether:highlands_snow_layer, Highlands Snow
aether:highlands_ice, Highlands Ice
aether:highlands_packed_ice, Highlands Packed Ice
aether:ferrosite_sand, Ferrosite Sand
aether:holystone:0, Holystone
aether:holystone:1, Mossy Holystone
aether:ambrosium_ore, Ambrosium Ore
aether:icestone_ore, Icestone Ore
aether:zanite_ore, Zanite Ore
aether:arkenium_ore, Arkenium Ore
aether:gravitite_ore, Gravitite Ore
aether:ferrosite, Ferrosite
aether:rusted_ferrosite, Rusted Ferrosite
aether:crude_scatterglass, Crude Scatterglass
aether:aercloud:2, Green Aercloud
aether:aercloud:4, Storm Aercloud
aether:aercloud:1, Blue Aercloud
aether:aercloud:3, Golden Aercloud
aether:aercloud:5, Purple Aercloud
aether:aercloud:0, Cold Aercloud
aether:skyroot_log, Skyroot Wood
aether:light_skyroot_log, Wisproot Wood
aether:dark_skyroot_log, Greatroot Wood
aether:skyroot_log_wall, Skyroot Wood Wall
aether:wisproot_log_wall, Wisproot Wood Wall
aether:greatroot_log_wall, Greatroot Wood Wall
aether:golden_oak_log, Amberoot Wood
aether:woven_sticks:0, Woven Skyroot Sticks
aether:highlands_bush, Highlands Bush
aether:green_skyroot_leaves, Green Skyroot Leaves
aether:blue_skyroot_leaves, Blue Skyroot Leaves
aether:dark_blue_skyroot_leaves, Dark Blue Skyroot Leaves
aether:green_light_skyroot_leaves, Green Wisproot Leaves
aether:blue_light_skyroot_leaves, Blue Wisproot Leaves
aether:dark_blue_light_skyroot_leaves, Dark Blue Wisproot Leaves
aether:green_dark_skyroot_leaves, Green Greatroot Leaves
aether:blue_dark_skyroot_leaves, Blue Greatroot Leaves
aether:dark_blue_dark_skyroot_leaves, Dark Blue Greatroot Leaves
aether:amberoot_leaves, Amberoot Leaves
aether:mutant_leaves, Mutated Leaves
aether:mutant_leaves_decorated, Decorated Mutated Leaves
aether:skyroot_sapling:1, Blue Skyroot Sapling
aether:skyroot_sapling:2, Dark Blue Skyroot Sapling
aether:skyroot_sapling:0, Green Skyroot Sapling
aether:wisproot_sapling:0, Green Wisproot Sapling
aether:wisproot_sapling:1, Blue Wisproot Sapling
aether:wisproot_sapling:2, Dark Blue Wisproot Sapling
aether:greatroot_sapling:1, Blue Greatroot Sapling
aether:greatroot_sapling:0, Green Greatroot Sapling
aether:greatroot_sapling:2, Dark Blue Greatroot Sapling
aether:unique_sapling:1, Edison's Crazy Mutant Tree Sapling
aether:unique_sapling:0, Amberoot Sapling
aether:aether_flower:2, Burstblossom
aether:aether_flower:1, Purple Flower
aether:aether_flower:0, White Rose
aether:aether_flower:3, Aechor Sprout
aether:quickshoot, Quickshoot
aether:pink_swingtip, Pink Swingtip
aether:green_swingtip, Green Swingtip
aether:blue_swingtip, Blue Swingtip
aether:neverbloom, Neverbloom
aether:highlands_tulips, Highlands Tulips
aether:arctic_spikespring, Arctic Spikespring
aether:irradiated_flower, Irradiated Flower
aether:forgotten_rose, Forgotten Rose
aether:tall_aether_grass:1, Highlands Grass
aether:tall_aether_grass:0, Short Highlands Grass
aether:tall_aether_grass:2, Long Highlands Grass
aether:stoneshroom, Stoneshroom
aether:barkshroom, Barkshroom
aether:magnetic_shroom, Magnetic Shroom
aether:plumproot, Plumproot
aether:blueberry_bush:0, Blueberry Bush Stem
aether:blueberry_bush:1, Blueberry Bush
aether:orange_tree, Orange Tree
aether:valkyrie_grass:0, Valkyrie Grass Sprout
aether:valkyrie_grass:2, Valkyrie Grass
aether:skyroot_twigs, Skyroot Twigs
aether:holystone_rock, Holystone Rock
aether:highlands_ice_crystal:0, Ice Crystal
aether:skyroot_planks, Skyroot Planks
aether:light_skyroot_planks, Wisproot Planks
aether:dark_skyroot_planks, Greatroot Planks
aether:skyroot_fence, Skyroot Fence
aether:wisproot_fence, Wisproot Fence
aether:greatroot_fence, Greatroot Fence
aether:skyroot_fence_gate, Skyroot Fence Gate
aether:wisproot_fence_gate, Wisproot Fence Gate
aether:greatroot_fence_gate, Greatroot Fence Gate
aether:holystone_brick, Holystone Bricks
aether:agiosite, Agiosite
aether:agiosite_brick, Agiosite Bricks
aether:icestone_bricks, Icestone Bricks
aether:cloudwool_block, Cloudwool
aether:cloudwool_carpet, Cloudwool Carpet
aether:skyroot_bookshelf, Skyroot Bookshelf
aether:holystone_bookshelf, Holystone Bookshelf
aether:crude_scatterglass_pane, Crude Scatterglass Pane
aether:quicksoil_glass, Quicksoil Glass
aether:quicksoil_glass_pane, Quicksoil Glass Pane
aether:scatterglass, Scatterglass
aether:scatterglass_pane, Scatterglass Pane
aether:zanite_block, Block of Zanite
aether:gravitite_block, Block of Gravitite
aether:skyroot_ladder, Skyroot Ladder
aether:skyroot_trapdoor, Skyroot Trapdoor
aether:skyroot_button, Skyroot Button
aether:wisproot_button, Wisproot Button
aether:greatroot_button, Greatroot Button
aether:holystone_button, Holystone Button
aether:skyroot_pressure_plate, Skyroot Pressure Plate
aether:wisproot_pressure_plate, Wisproot Pressure Plate
aether:greatroot_pressure_plate, Greatroot Pressure Plate
aether:holystone_pressure_plate, Holystone Pressure Plate
aether:sentrystone_brick, Sentrystone Bricks
aether:hellfirestone_brick, Hellfirestone Bricks
aether:ambrosium_torch, Ambrosium Torch
aether:candy_cane_block, Candy Cane Block
aether:holystone_stairs, Holystone Stairs
aether:mossy_holystone_stairs, Mossy Holystone Stairs
aether:skyroot_stairs, Skyroot Stairs
aether:wisproot_stairs, Wisproot Stairs
aether:greatroot_stairs, Greatroot Stairs
aether:holystone_brick_stairs, Holystone Brick Stairs
aether:agiosite_stairs, Agiosite Stairs
aether:agiosite_brick_stairs, Agiosite Brick Stairs
aether:icestone_brick_stairs, Icestone Brick Stairs
aether:scatterglass_stairs, Scatterglass Stairs
aether:sentrystone_brick_stairs, Sentrystone Brick Stairs
aether:hellfirestone_brick_stairs, Hellfirestone Brick Stairs
aether:holystone_slab, Holystone Slab
aether:mossy_holystone_slab, Mossy Holystone Slab
aether:skyroot_slab, Skyroot Slab
aether:wisproot_slab, Wisproot Slab
aether:greatroot_slab, Greatroot Slab
aether:holystone_brick_slab, Holystone Brick Slab
aether:agiosite_slab, Agiosite Slab
aether:agiosite_brick_slab, Agiosite Brick Slab
aether:icestone_slab, Icestone Brick Slab
aether:scatterglass_slab, Scatterglass Slab
aether:sentrystone_brick_slab, Sentrystone Brick Slab
aether:hellfirestone_brick_slab, Hellfirestone Brick Slab
aether:holystone_wall, Holystone Wall
aether:mossy_holystone_wall, Mossy Holystone Wall
aether:holystone_brick_wall, Holystone Brick Wall
aether:agiosite_wall, Agiosite Wall
aether:agiosite_brick_wall, Agiosite Brick Wall
aether:icestone_wall, Icestone Brick Wall
aether:scatterglass_wall, Scatterglass Wall
aether:sentrystone_brick_wall, Sentrystone Brick Wall
aether:hellfirestone_brick_wall, Hellfirestone Brick Wall
aether:candy_cane_wall, Candy Cane Wall
aether:skyroot_decorative:5, Decorative Skyroot Planks
aether:skyroot_decorative:6, Decorative Skyroot Planks
aether:skyroot_decorative:3, Decorative Skyroot Planks
aether:skyroot_decorative:7, Decorative Skyroot Planks
aether:skyroot_decorative:0, Decorative Skyroot Planks
aether:skyroot_decorative:4, Decorative Skyroot Planks
aether:skyroot_decorative:1, Decorative Skyroot Planks
aether:skyroot_decorative:2, Decorative Skyroot Planks
aether:skyroot_beam, Skyroot Beam
aether:light_skyroot_decorative:5, Decorative Wisproot Planks
aether:light_skyroot_decorative:6, Decorative Wisproot Planks
aether:light_skyroot_decorative:3, Decorative Wisproot Planks
aether:light_skyroot_decorative:7, Decorative Wisproot Planks
aether:light_skyroot_decorative:0, Decorative Wisproot Planks
aether:light_skyroot_decorative:4, Decorative Wisproot Planks
aether:light_skyroot_decorative:1, Decorative Wisproot Planks
aether:light_skyroot_decorative:2, Decorative Wisproot Planks
aether:light_skyroot_beam, Wisproot Beam
aether:dark_skyroot_decorative:5, Decorative Greatroot Planks
aether:dark_skyroot_decorative:6, Decorative Greatroot Planks
aether:dark_skyroot_decorative:3, Decorative Greatroot Planks
aether:dark_skyroot_decorative:7, Decorative Greatroot Planks
aether:dark_skyroot_decorative:0, Decorative Greatroot Planks
aether:dark_skyroot_decorative:4, Decorative Greatroot Planks
aether:dark_skyroot_decorative:1, Decorative Greatroot Planks
aether:dark_skyroot_decorative:2, Decorative Greatroot Planks
aether:dark_skyroot_beam, Greatroot Beam
aether:holystone_brick_decorative:3, Decorative Holystone Bricks
aether:holystone_brick_decorative:2, Decorative Holystone Bricks
aether:holystone_brick_decorative:4, Decorative Holystone Bricks
aether:holystone_brick_decorative:1, Decorative Holystone Bricks
aether:holystone_brick_decorative:0, Decorative Holystone Bricks
aether:holystone_brick_decorative:5, Decorative Holystone Bricks
aether:holystone_brick_decorative:6, Decorative Holystone Bricks
aether:holystone_pillar, Holystone Brick Pillar
aether:faded_holystone_brick, Faded Holystone Bricks
aether:faded_holystone_brick_stairs, Faded Holystone Brick Stairs
aether:faded_holystone_brick_slab, Faded Holystone Brick Slab
aether:faded_holystone_brick_wall, Faded Holystone Brick Wall
aether:faded_holystone_brick_decorative:3, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:2, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:4, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:1, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:0, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:5, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:6, Decorative Faded Holystone Bricks
aether:faded_holystone_pillar, Faded Holystone Brick Pillar
aether:agiosite_brick_decorative:3, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:2, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:4, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:1, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:0, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:5, Decorative Agiosite Bricks
aether:agiosite_pillar, Agiosite Brick Pillar
aether:icestone_bricks_decorative:3, Decorative Icestone Bricks
aether:icestone_bricks_decorative:2, Decorative Icestone Bricks
aether:icestone_bricks_decorative:4, Decorative Icestone Bricks
aether:icestone_bricks_decorative:1, Decorative Icestone Bricks
aether:icestone_bricks_decorative:0, Decorative Icestone Bricks
aether:icestone_bricks_decorative:5, Decorative Icestone Bricks
aether:icestone_pillar, Icestone Brick Pillar
aether:crude_scatterglass_decorative:1, Decorative Crude Scatterglass
aether:crude_scatterglass_decorative:0, Decorative Crude Scatterglass
aether:crude_scatterglass_pane_decorative:1, Decorative Crude Scatterglass Pane
aether:crude_scatterglass_pane_decorative:0, Decorative Crude Scatterglass Pane
aether:quicksoil_glass_decorative:1, Decorative Quicksoil Glass
aether:quicksoil_glass_decorative:0, Decorative Quicksoil Glass
aether:quicksoil_glass_pane_decorative:1, Decorative Quicksoil Glass Pane
aether:quicksoil_glass_pane_decorative:0, Decorative Quicksoil Glass Pane
aether:scatterglass_decorative:1, Decorative Scatterglass
aether:scatterglass_decorative:0, Decorative Scatterglass
aether:scatterglass_pane_decorative:1, Decorative Scatterglass Pane
aether:scatterglass_pane_decorative:0, Decorative Scatterglass Pane
aether:sentrystone_brick_decorative:3, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:2, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:4, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:5, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:1, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:0, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:6, Decorative Sentrystone Bricks
aether:sentrystone_pillar, Sentrystone Brick Pillar
aether:sentrystone_brick_decorative_lit:3, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:2, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:4, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:1, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:0, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:5, Decorative Sentrystone Bricks Lit
aether:sentrystone_pillar_lit, Sentrystone Brick Pillar Lit
aether:hellfirestone_brick_decorative:3, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:2, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:4, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:1, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:0, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:5, Decorative Hellfirestone Bricks
aether:hellfirestone_lantern, Hellfirestone Lantern
aether:hellfirestone_pillar, Hellfirestone Brick Pillar
aether:secret_skyroot_trapdoor, Secret Skyroot Trapdoor
aether:aether_crafting_table, Skyroot Crafting Table
aether:skyroot_chest, Skyroot Chest
aether:holystone_furnace, Holystone Furnace
aether:altar, Altar
aether:incubator, Incubator
aether:icestone_cooler, Icestone Cooler
aether:masonry_bench, Masonry Bench
aether:aether_teleporter, Aether Portal
aether:outpost_campfire, Outpost Campfire
aether:thera_grass:0, Thera Grass
aether:thera_dirt:0, Thera Dirt
aether:therawood_log, Therawood Log
aether:therawood_log_wall, Therawood Log Wall
aether:therawood_leaves, Therawood Leaves
aether:therawood_planks, Therawood Planks
aether:therawood_fence, Therawood Fence
aether:therawood_fence_gate, Therawood Fence Gate
aether:therawood_decorative:5, Decorative Therawood
aether:therawood_decorative:3, Decorative Therawood
aether:therawood_decorative:0, Decorative Therawood
aether:therawood_decorative:4, Decorative Therawood
aether:therawood_decorative:1, Decorative Therawood
aether:therawood_decorative:2, Decorative Therawood
aether:therawood_beam, Therawood Beam
aether:therastone_brick, Therastone Bricks
aether:therastone_brick_decorative:3, Decorative Therastone Bricks
aether:therastone_brick_decorative:2, Decorative Therastone Bricks
aether:therastone_brick_decorative:4, Decorative Therastone Bricks
aether:therastone_brick_decorative:1, Decorative Therastone Bricks
aether:therastone_brick_decorative:0, Decorative Therastone Bricks
aether:therastone_brick_decorative:5, Decorative Therastone Bricks
aether:therastone_brick_decorative:6, Decorative Therastone Bricks
aether:therastone_pillar, Therastone Pillar
aether:therawood_stairs, Therawood Stairs
aether:therawood_slab, Therawood Slab
aether:therastone_brick_stairs, Therastone Brick Stairs
aether:therastone_brick_slab, Therastone Brick Slab
aether:therastone_brick_wall, Therastone Brick Wall
aether:present, Present
aether:aether_portal, Aether Portal
aether:brettl_plant:0, tile.aether.brettl_plant.base.name
aether:wildcard, Wildcard
aether:skyroot_door_item, Skyroot Door
aether:arkenium_door_item, Arkenium Door
aether:skyroot_sign, Skyroot Sign
aether:secret_skyroot_door_item, Secret Skyroot Door
aether:skyroot_bed_item, Skyroot Bed
aether:skyroot_stick, Skyroot Stick
aether:valkyrie_wings, Valkyrie Wings
aether:brettl_cane, Brettl Cane
aether:brettl_grass, Brettl Grass
aether:brettl_rope, Brettl Rope
aether:skyroot_pinecone, Skyroot Pinecone
aether:golden_amber, Golden Amber
aether:cloudtwine, Cloudtwine
aether:moa_feather:0, Moa Feather
aether:taegore_hide, Taegore Hide
aether:burrukai_pelt, Burrukai Pelt
aether:swet_gel:0, Blue Swet Gel
aether:swet_gel:1, Green Swet Gel
aether:swet_gel:2, Purple Swet Gel
aether:swet_sugar, Swet Sugar
aether:aechor_petal, Aechor Petal
aether:cockatrice_feather, Cockatrice Feather
aether:crude_scatterglass_shard, Scatterglass Shard
aether:ambrosium_shard, Ambrosium Shard
aether:ambrosium_chunk, Ambrosium Chunk
aether:icestone, Icestone
aether:zanite_gemstone, Zanite Gemstone
aether:arkenium, Arkenium Plate
aether:arkenium_strip, Arkenium Strip
aether:gravitite_plate, Gravitite Plate
aether:scatterglass_vial, Scatterglass Vial
aether:irradiated_dust, Irradiated Dust
aether:irradiated_chunk, Irradiated Chunk
aether:irradiated_tool, Irradiated Tool
aether:irradiated_sword, Irradiated Sword
aether:irradiated_armor, Irradiated Armor
aether:irradiated_ring, Irradiated Ring
aether:irradiated_neckwear, Irradiated Neckwear
aether:irradiated_charm, Irradiated Charm
aether:blueberries, Blueberries
aether:enchanted_blueberry, Enchanted Blueberry
aether:orange, Orange
aether:wyndberry, Wyndberry
aether:enchanted_wyndberry, Enchanted Wyndberry
aether:plumproot_mash, Plumproot Mash
aether:plumproot_pie, Plumproot Pie
aether:fried_moa_egg, Fried Moa Egg
aether:skyroot_lizard_stick, Skyroot Lizard on a Stick
aether:skyroot_lizard_stick_roasted, Roasted Skyroot Lizard on a Stick
aether:kirrid_loin, Kirrid Loin
aether:kirrid_cutlet, Kirrid Cutlet
aether:raw_taegore_meat, Taegore Leg
aether:taegore_steak, Roast Taegore
aether:burrukai_rib_cut, Burrukai Rib Joint
aether:burrukai_ribs, Burrukai Ribs
aether:swet_jelly:0, Blue Swet Jelly
aether:swet_jelly:1, Green Swet Jelly
aether:swet_jelly:2, Purple Swet Jelly
aether:blueberry_lollipop, Blueberry Lollipop
aether:orange_lollipop, Orange Lollipop
aether:candy_corn, Candy Corn
aether:wrapped_chocolates, Wrapped Chocolates
aether:jelly_plumproot, Jelly Plumproot
aether:cocoatrice, Cocoatrice
aether:candy_cane, Candy Cane
aether:ginger_bread_man, Gingerbread Man
aether:icestone_poprocks, Icestone Poprocks
aether:eggnog, Eggnog
aether:yule_log, Yule Log
aether:stomper_pop, Stomper Pop
aether:healing_stone_depleted, Depleted Healing Stone
aether:healing_stone, Healing Stone
aether:bandage, Bandage
aether:splint, Splint
aether:water_vial, Water Vial
aether:antitoxin_vial, Antidote Vial
aether:antivenom_vial, Antivenom Vial
aether:valkyrie_tea, Valkyrie Tea
aether:shard_of_life, Shard of Life
aether:skyroot_shovel, Skyroot Shovel
aether:skyroot_pickaxe, Skyroot Pickaxe
aether:skyroot_axe, Skyroot Axe
aether:holystone_shovel, Holystone Shovel
aether:holystone_pickaxe, Holystone Pickaxe
aether:holystone_axe, Holystone Axe
aether:zanite_shovel, Zanite Shovel
aether:zanite_pickaxe, Zanite Pickaxe
aether:zanite_axe, Zanite Axe
aether:arkenium_shovel, Arkenium Shovel
aether:arkenium_pickaxe, Arkenium Pickaxe
aether:arkenium_axe, Arkenium Axe
aether:gravitite_shovel, Gravitite Shovel
aether:gravitite_pickaxe, Gravitite Pickaxe
aether:gravitite_axe, Gravitite Axe
aether:arkenium_shears, Arkenium Shears
aether:dart_shooter:0, Golden Dart Shooter
aether:dart_shooter:1, Enchanted Dart Shooter
aether:dart_shooter:2, Poison Dart Shooter
aether:dart:0, Golden Dart
aether:dart:1, Enchanted Dart
aether:dart:2, Poison Dart
aether:skyroot_sword, Skyroot Sword
aether:holystone_sword, Holystone Sword
aether:zanite_sword, Zanite Sword
aether:arkenium_sword, Arkenium Sword
aether:gravitite_sword, Gravitite Sword
aether:bolt, Scatterglass Bolt
aether:skyroot_crossbow, Skyroot Crossbow
aether:holystone_crossbow, Holystone Crossbow
aether:zanite_crossbow, Zanite Crossbow
aether:arkenium_crossbow, Arkenium Crossbow
aether:gravitite_crossbow, Gravitite Crossbow
aether:taegore_hide_helmet, Taegore Hide Hood
aether:taegore_hide_chestplate, Taegore Hide Jacket
aether:taegore_hide_leggings, Taegore Hide Leggings
aether:taegore_hide_boots, Taegore Hide Boots
aether:taegore_hide_gloves, Taegore Hide Gloves
aether:skyroot_shield, Skyroot Shield
aether:burrukai_pelt_helmet, Burrukai Pelt Hood
aether:burrukai_pelt_chestplate, Burrukai Pelt Jacket
aether:burrukai_pelt_leggings, Burrukai Pelt Leggings
aether:burrukai_pelt_boots, Burrukai Pelt Boots
aether:burrukai_pelt_gloves, Burrukai Pelt Gloves
aether:holystone_shield, Holystone Shield
aether:zanite_helmet, Zanite Helmet
aether:zanite_chestplate, Zanite Chestplate
aether:zanite_leggings, Zanite Leggings
aether:zanite_boots, Zanite Boots
aether:zanite_gloves, Zanite Arm Guards
aether:zanite_shield, Zanite Shield
aether:arkenium_helmet, Arkenium Helmet
aether:arkenium_chestplate, Arkenium Chestplate
aether:arkenium_leggings, Arkenium Leggings
aether:arkenium_boots, Arkenium Boots
aether:arkenium_gloves, Arkenium Gauntlets
aether:arkenium_shield, Arkenium Shield
aether:gravitite_helmet, Gravitite Helmet
aether:gravitite_chestplate, Gravitite Chestplate
aether:gravitite_leggings, Gravitite Leggings
aether:gravitite_boots, Gravitite Boots
aether:gravitite_gloves, Gravitite Gauntlets
aether:gravitite_shield, Gravitite Shield
aether:rainbow_moa_egg:0, Rainbow Moa Egg
aether:aether_saddle, Moa Saddle
aether:moa_feed, Moa Feed
aether:moa_feed_blueberries, Blueberry Moa Feed
aether:moa_feed_enchanted_blueberries, Enchanted Moa Feed
aether:cloud_parachute, item.aether.cloud_parachute.name
aether:skyroot_bucket, Skyroot Bucket
aether:skyroot_water_bucket, Skyroot Water Bucket
aether:skyroot_milk_bucket, Skyroot Milk Bucket
aether:skyroot_poison_bucket, Skyroot Poison Bucket
aether:aerwhale_music_disc, Aerwhale Music Disc
aether:moa_music_disc, Moa Music Disc
aether:labyrinth_music_disc, Labyrinth Music Disc
aether:valkyrie_music_disc, Valkyrie Music Disc
aether:recording_892, Recording #892
aether:winter_hat, Winter Hat
aether:wrapping_paper, Wrapping Paper
aether:moa_egg_item:0, Moa Egg
armorplus:workbench, Workbench
armorplus:high_tech_bench, High-Tech Bench
armorplus:ulti_tech_bench, Ulti-Tech Bench
armorplus:champion_bench, Champion Bench
armorplus:ore_lava_crystal, Ore Lava Crystal
